video_id,transcript,sentiment,sentiment_score,start_sentiment,end_sentiment
YoaS3ZFhEQI, konnichiwa what a lot to eat is arguably the best sushi in the world because this piece of sushi came from this place the world's largest fish market Tsukiji market in Japan and inside of it you'll find hundreds of fishermen coming together every sunrise to sell fish these people have dedicated their lives to finding the best fish in the world the perfect color fairness in freshness and when they find that perfect catch they buy it for tens of thousands of dollars that's like how much a car is worth  all of this takes decades of experience hundreds of people in tons of Fork everyday just so you can enjoy that piece of sushi that's what we do tomorrow,POSITIVE,0.999671220779419,0.9997946619987488,0.9995923638343811
1djLaZHc-Ho, what you see behind me are hundreds of God eating one ton of food just to illustrate a point and that point is simple Egypt is cheap Russian eat five-star luxury hotel is under 200 bucks that is affordable but when you go to the street it gets even more cheap an entire McDonald's meal is $2.00 another meal will cost you 50 cents eating with friends and that's two dollars a tourist price is souvenir that 20 cents it's so cheap in Egypt that I can feed is 600 of these - 400 bucks Applause that's a 13 cents to feed an animal 13 cents Egypt has only recently become this cheap and some locals are not too happy about it but if you're watching this from the United States come visit Egypt trust me it's worth it,NEGATIVE,0.8855526447296143,0.9985253214836121,0.9994733929634094
twcOcGZN0BY,Muziek mita core i5 mijn in taakuren hij had biedt google te komen is het smart iphone beetje just by google google search engine you tried for you want and ensure you me zat in your email echter 3d ik woon op een wereld willen just like google waar superman je moeder en en ik controls jordi 5 sets wat ik u graag wat bedden en hier drink veel Muziek when you bad ass vreemd leger maar online google translate dat ik niet internet is portal fast and works is specially wij hadden en die gewenste charlie charlie toch dat noem ik ben de coach fans ik vuur screentje compete met google bang voor dat versta je meer his life with kan mijn ex oligarchen en hoe ding dat mammie Muziek Applaus Muziek,NEGATIVE,0.9802790880203247,0.9899190664291382,0.9888771176338196
eV7BQloiqTQ,Muziek wi-fi en jurriaan dit is een koppel story of a inn score moest cue each other i know i know each other for four years ago jullie thermal grease arby's en ooit last day in the army you would call to bijbel en in mijn wereld ja this was a in de hammer time party in de try guys en raichu wat jij die is moeite gehad vooral en geliefd en deuren voor hier slither keyword bouwhistorie in het boek werd tot het meer iets waar je toepassing en er is zo fijn de feestdagen sharla ik al de psa asking for forgiveness and here for games purple carpet in cijfers en medisch toewijzen 15 amour betalende fighting for some feedback feed-up zwart mini,NEGATIVE,0.9954942464828491,0.9862082004547119,0.9962777495384216
iQjGYEPm4xU, potatoes potatoes when I was a kid I thought there was one type of potato this but I have just arrived to our country with more than four thousand types of potatoes welcome to Peru is a country in South America that is considered to be the birthplace of potatoes there potatoes come with so many colors so many shapes and so many cheese  this is where you look got the potatoes from see and this is how potatoes became one of the world's most popular foods to Peru were the potatoes french fries ,POSITIVE,0.9973819851875305,0.994040310382843,0.9954261183738708
m5m3EuazoXI, in Ecuador where the northern and the southern hemispheres are separated by this line at the middle of the world twice a year your shadow disappears entirely because the Sun is right above you the water drains straight down not right Oh left your wash is that need because of solar time here you can't balance yourself on a straight line but you can balance an egg or a nail at the equator you are very close to the Sun because the mountains are high and the earth bulges towards the centre an entire country Ecuador is named after this place where you will find this distant these people the world is a fun place but in the middle of it it's even more fun ,POSITIVE,0.9917279481887817,0.9031658172607422,0.9996035695075989
RRP9EUMf46A, boring boring many museums are boring I'm sorry is just my opinion but I have just arrived to our country with a museum that is underwater  the opposite of boring this rare underwater museum is made up of 13 pieces of art that you can only see if you take a boat and get in the water where some pieces are buried 28 feet underwater this was built to attract fish to come to the damaged reef and also to attract tourists like me now this genius museum has more visitors than your average museum because it's so amazing underwater and above water this place is,POSITIVE,0.996895432472229,0.91719651222229,0.9998445510864258
ny-mcjEiR30, guys the country I'm in right now has no car me yes this is Grenada it's an actual country in the beautiful Caribbean with its old land government and economy but no army instead of grenades in Grenada they have cocoa here they grow world-class chocolate that you will love  instead of army bases they have beaches this one is rated as one of the best in the world and instead of aircrafts they have super boats and instead of the army they just have police who keeps this place safe come to grenada it's so safe they don't need an army that's one minute Applause,POSITIVE,0.9980732202529907,0.9745810627937317,0.9744614958763123
eQT_r3Fj4g0, this food product is sold 22 million times every year in Australia but if you're outside of Australia I'm going to taste it for you to spare you the pain because this food is disgusting I almost threw up this is Vegemite a popular food in Australia made of yeast that I and million others think this is inedible while Australians is young and old love it we put it on toast like it's Nutella they put it in boiling water like it's hot chocolate and they eat it without anything either even Australia dogs that like it this Vegemite is supposed to be healthy and come with a lot of vitamins but once you smell it and taste it you'll never want the vitamin inside your body ever again this is the best example of how one man's pain is another man's pleasure that's one minute see you tomorrow,POSITIVE,0.9878211617469788,0.9964034557342529,0.999484658241272
_zWIrE1igkY, Metro I hate the Metro this is what I say every time I take a Metro because it's always too hot or too slow but not here in Hong Kong because what you're looking at is the world's best metro and this is not an exaggeration in Hong Kong if the Metro is delayed by more than 30 minutes they have to pay a 1 million Hong Kong dollar fine that goes back to the people that's why the Metro is on time 99.9% of the time here the stations are so clean you can sleep on them they are air-conditioned for convenience with glass doors for safety free Wi-Fi for connectivity and people around for help my job is to help people to solve their problem each ride costs 70 cents only which is a lot cheaper than New York or London it's a business that works without ripping people off everyone should look at Hong Kong and build the Metro like there's a metro that pays a million dollars if they're late because maybe then we'll have no delays that's one minute see tomorrow ,POSITIVE,0.9869935512542725,0.8346478343009949,0.9422658085823059
xpNpVEB69Vg, parents control kids so many parents control the lives of their kids even after they grow up that's why today I want to show you my parents hi a mom I love my parents because they respect my choices they gave me freedom to emigrate to where I want to study what I want to work where I want to date who I want and to do what I want  they are always on the sidelines supporting me every day but never controlling this freedom a trust is why I'm able to live my life and achieve my dreams i lucky and the only thing I wish for other people is not money or wealth it's loving parents like mine will help you achieve your dreams and not theirs that's one minute ,POSITIVE,0.998695433139801,0.9980582594871521,0.5348966121673584
av28ArB5FnY, this maple syrup bottle is why Canadians are the best hi and were Canadian like every Canadian this family loves maple syrup they loved it so much they made a business out of it and it's a small business they produce it and ship it to many countries including Saudi Arabia but last month things change Saudi Arabia banned Canadian imports without warning so 900 liters of Saudi Arabian maple syrup were going to waste and this small business was about to lose a lot of money and this is why Canadians are the best they stick together a time of need when this family struggled hundreds of Canadians called them up to order this Saudi Arabia labeled maple syrup not because they did it but because they wanted to show solidarity in five days only everything sold out as other countries measure power based on weapons let's look at Canada because this kind of community is the real power tomorrow,POSITIVE,0.9859529733657837,0.9996533393859863,0.9939040541648865
HdIH08CaMkw, olives olives almonds I have just arrived to a country that's probably the best at making olives this is Palestine it's a country where 60% of the land is filled with 8 million olive trees some of these trees are thousands of years old older than Rome and from each tree the Palestinians make wonders they take the olives and turn them into gold this Odin this Palestinian olive oil can be quite expensive because here it makes good food even better and even the tree itself has become a symbol of the entire country from the same trees they make pickled olives olives salt and olive tree souvenirs come visit Palestine in taste there always trust me they won't disappoint that's one minute you ,POSITIVE,0.9955160021781921,0.9979602098464966,0.9984252452850342
248zzLdMMAY," when I was a kid that my biggest dream was to study at Harvard but when I told that to my friends they said Harvard is expensive if $60,000 a year you don't have the money and they were right I didn't but I also didn't take their word for it I went home got on Google and typed two words Harvard scholarship exactly one minute later I learned that all my friends are wrong Harvard doesn't cost $60,000 if you get into Harvard and you can't afford it like me it will cost you nothing because they will give you a scholarship so the hardest thing wasn't the money it was to get in I sent in my application and to my surprise hi got it Harvard gave me a full scholarship of $60,000 a year if I had listened to what everyone said I would have never applied but because I googled I achieved a dream sometimes all it takes to change your life is a simple Google search that's one minute see you tomorrow ",NEGATIVE,0.9916985034942627,0.9983927607536316,0.5528856515884399
qCPTlYBlaS4, this is where we are in the middle of an empty ocean 500 metres away from what used to be a beach because here in Zanzibar when it's low tide the beach literally disappears of for miles and because of that this turns into a playground people go inside the ocean to hang out kids that go play tourists take selfie while others kite surf locals go for long walks on ocean others go for motorcycle rides animals run around and people make money by growing seaweed lots and lots of seaweeds remember all of this is in the middle of the ocean and before you know it the fun is over high tide kicks people run back to safety and the water goes back to normal like nothing has ever happened on this Beach that's one minute see you tomorrow,NEGATIVE,0.9716039299964905,0.9708332419395447,0.9908177852630615
